mode,AOI,analysis_type,dataset,target_year,history,required_constituent_years,training_support,target_support,complete_block_count,status,reason,RMSE,MAE,Bias,R2,Pearson_r,n
valid_retrieval_no_high,AOI-01,MULTI_AOI,primary,2025,W2022_2024,2022;2023;2024,35773,9601,34,ESTIMABLE,,0.0012242071713751306,0.0005445588729091199,0.00012805044105937416,0.4174225079664491,0.712916071686131,9601
valid_retrieval_no_high,AOI-01,MULTI_AOI,sensitivity,2025,W2022_2024,2022;2023;2024,31914,7245,34,ESTIMABLE,,0.0013293459747982196,0.000549792413362107,4.2842432390494e-05,0.3699470882291387,0.7251141289054702,7245
valid_retrieval_no_high,AOI-02,MULTI_AOI,primary,2025,W2022,2022,4780,1735,34,ESTIMABLE,,0.05789036382436021,0.04468107976095543,0.009951496434065477,0.8760985081772599,0.9379718196852974,1735
valid_retrieval_no_high,AOI-02,MULTI_AOI,sensitivity,2025,W2022,2022,3983,1103,34,ESTIMABLE,,0.08461851378120484,0.06133325715935927,0.029333918258579318,0.6357735438373047,0.8343369762415421,1103
valid_retrieval_no_high,AOI-02,MULTI_AOI,primary,2025,W2023,2023,581,1735,6,ESTIMABLE,,0.05990493079842939,0.04612228575331283,0.017668246055808197,0.867324993028732,0.9379718196852979,1735
valid_retrieval_no_high,AOI-02,MULTI_AOI,sensitivity,2025,W2023,2023,437,1103,6,ESTIMABLE,,0.08980657194485382,0.06494830075968784,0.03910322601898605,0.5897421120896887,0.8343355727116906,1103
valid_retrieval_no_high,AOI-02,MULTI_AOI,primary,2025,W2024,2024,1521,1735,30,ESTIMABLE,,0.06036333920061194,0.04643628868475326,0.01851721413142559,0.8652866953465363,0.9379718196852976,1735
valid_retrieval_no_high,AOI-02,MULTI_AOI,sensitivity,2025,W2024,2024,819,1103,22,ESTIMABLE,,0.07955812934111096,0.05880776123288721,0.013127629559549237,0.6780341366663751,0.8343369025632328,1103
valid_retrieval_no_high,AOI-02,MULTI_AOI,primary,2025,W2022_2023,2022;2023,1550,1735,6,ESTIMABLE,,0.057445153399661025,0.044310577682450246,0.006946180346448518,0.8779969284805731,0.9379718196852981,1735
valid_retrieval_no_high,AOI-02,MULTI_AOI,sensitivity,2025,W2022_2023,2022;2023,1242,1103,6,ESTIMABLE,,0.08248127585025963,0.060111785589761636,0.023530569381298688,0.6539399691739813,0.8343370119181626,1103
valid_retrieval_no_high,AOI-02,MULTI_AOI,primary,2025,W2023_2024,2023;2024,1097,1735,6,ESTIMABLE,,0.06229136122061421,0.048331183741156074,0.024997207653105778,0.85654370169073,0.9379718196852976,1735
valid_retrieval_no_high,AOI-02,MULTI_AOI,sensitivity,2025,W2023_2024,2023;2024,706,1103,6,ESTIMABLE,,0.08975672229481273,0.06485242882035162,0.03979295484012522,0.5901974359192808,0.8343369072860672,1103
valid_retrieval_no_high,AOI-02,MULTI_AOI,primary,2025,W2022_2024,2022;2023;2024,2066,1735,6,ESTIMABLE,,0.058589343207418466,0.04528700034517385,0.013381155985120569,0.8730884241914783,0.9379718196852973,1735
